recvcpu,seq,origseq,latency,sendtime,recvtime,dest,responder,outttl,recvttl,sport,dport,protocol,outipid,inipid
3,151,19966,339152,5448611409112,5448611748264,10.10.4.2,10.10.1.2,1,64,41574,5020,6,33863,33863
3,153,64816,238780,5448633199557,5448633438337,10.10.4.2,10.10.1.2,1,64,41574,5020,6,34053,34053
3,155,25927,331162,5448655005682,5448655336844,10.10.4.2,10.10.1.2,1,64,41574,5020,6,34238,34238
3,157,5498,341393,5448676806667,5448677148060,10.10.4.2,10.10.1.2,1,64,41574,5020,6,34428,34428
3,159,50604,332871,5448698664566,5448698997437,10.10.4.2,10.10.1.2,1,64,41574,5020,6,34618,34618
3,161,52697,357830,5448720479486,5448720837316,10.10.4.2,10.10.1.2,1,64,41574,5020,6,34807,34807
3,163,9490,268989,5448742222429,5448742491418,10.10.4.2,10.10.1.2,1,64,41574,5020,6,34998,34998
3,165,36136,339792,5448764105178,5448764444970,10.10.4.2,10.10.1.2,1,64,41574,5020,6,35183,35183
3,167,15707,337583,5448785891245,5448786228828,10.10.4.2,10.10.1.2,1,64,41574,5020,6,35373,35373
3,169,60813,338805,5448807705227,5448808044032,10.10.4.2,10.10.1.2,1,64,41574,5020,6,35563,35563
3,171,40384,326695,5448829524048,5448829850743,10.10.4.2,10.10.1.2,1,64,41574,5020,6,35753,35753
3,173,19955,249042,5448851258273,5448851507315,10.10.4.2,10.10.1.2,1,64,41574,5020,6,35943,35943
3,175,46345,344328,5448873118279,5448873462607,10.10.4.2,10.10.1.2,1,64,41574,5020,6,36128,36128
3,177,25916,336809,5448894927869,5448895264678,10.10.4.2,10.10.1.2,1,64,41574,5020,6,36318,36318
3,179,5487,331237,5448916715821,5448917047058,10.10.4.2,10.10.1.2,1,64,41574,5020,6,36508,36508
3,181,50593,341992,5448938535329,5448938877321,10.10.4.2,10.10.1.2,1,64,41574,5020,6,36698,36698
3,183,30164,267845,5448960339336,5448960607181,10.10.4.2,10.10.1.2,1,64,41574,5020,6,36888,36888
3,185,56810,338245,5448982085006,5448982423251,10.10.4.2,10.10.1.2,1,64,41574,5020,6,37073,37073
3,187,36125,334693,5449003925624,5449004260317,10.10.4.2,10.10.1.2,1,64,41574,5020,6,37263,37263
3,189,15696,342481,5449025708613,5449026051094,10.10.4.2,10.10.1.2,1,64,41574,5020,6,37453,37453
3,191,60802,350456,5449047506274,5449047856730,10.10.4.2,10.10.1.2,1,64,41574,5020,6,37643,37643
3,193,40373,327578,5449069237782,5449069565360,10.10.4.2,10.10.1.2,1,64,41574,5020,6,37833,37833
4,90,56818,110193575,5447947524767,5448057718342,10.10.4.2,10.10.3.2,2,63,41574,5020,6,28113,28113
4,92,17673,111513953,5447969332579,5448080846532,10.10.4.2,10.10.3.2,2,63,41574,5020,6,28298,28298
4,94,62779,112792956,5447991100575,5448103893531,10.10.4.2,10.10.3.2,2,63,41574,5020,6,28488,28488
4,96,42350,114035369,5448012958702,5448126994071,10.10.4.2,10.10.3.2,2,63,41574,5020,6,28678,28678
4,98,21921,115409314,5448034562054,5448149971368,10.10.4.2,10.10.3.2,2,63,41574,5020,6,28868,28868
4,100,1492,115729509,5448056480957,5448172210466,10.10.4.2,10.10.3.2,2,63,41574,5020,6,29058,29058
4,102,28138,117295387,5448078322269,5448195617656,10.10.4.2,10.10.3.2,2,63,41574,5020,6,29243,29243
4,104,7453,118262705,5448100192271,5448218454976,10.10.4.2,10.10.3.2,2,63,41574,5020,6,29433,29433
4,106,52559,119399041,5448122034227,5448241433268,10.10.4.2,10.10.3.2,2,63,41574,5020,6,29623,29623
4,108,32130,120687340,5448143831405,5448264518745,10.10.4.2,10.10.3.2,2,63,41574,5020,6,29813,29813
4,110,11701,121221489,5448165707510,5448286928999,10.10.4.2,10.10.3.2,2,63,41574,5020,6,30003,30003
4,112,38347,122637887,5448187367889,5448310005776,10.10.4.2,10.10.3.2,2,63,41574,5020,6,30188,30188
4,114,17918,123722679,5448209255613,5448332978292,10.10.4.2,10.10.3.2,2,63,41574,5020,6,30378,30378
4,116,62768,124935567,5448230992673,5448355928240,10.10.4.2,10.10.3.2,2,63,41574,5020,6,30568,30568
4,118,42339,126164826,5448252862395,5448379027221,10.10.4.2,10.10.3.2,2,63,41574,5020,6,30758,30758
4,120,21910,126546391,5448274683185,5448401229576,10.10.4.2,10.10.3.2,2,63,41574,5020,6,30948,30948
4,122,48556,128449063,5448296025862,5448424474925,10.10.4.2,10.10.3.2,2,63,41574,5020,6,31133,31133
4,124,56742,129231258,5448317027929,5448446259187,10.10.4.2,10.10.3.2,2,63,41574,5020,6,31313,31313
4,126,36313,130464322,5448338747229,5448469211551,10.10.4.2,10.10.3.2,2,63,41574,5020,6,31503,31503
4,128,15628,131598684,5448360640628,5448492239312,10.10.4.2,10.10.3.2,2,63,41574,5020,6,31693,31693
4,130,60734,132862704,5448382428537,5448515291241,10.10.4.2,10.10.3.2,2,63,41574,5020,6,31883,31883
4,132,3385,132857696,5448404248012,5448537105708,10.10.4.2,10.10.3.2,2,63,41574,5020,6,32063,32063
4,134,1416,134721215,5448426042207,5448560763422,10.10.4.2,10.10.3.2,2,63,41574,5020,6,32258,32258
4,136,46522,135804859,5448447862159,5448583667018,10.10.4.2,10.10.3.2,2,63,41574,5020,6,32448,32448
4,138,26093,137057563,5448469666066,5448606723629,10.10.4.2,10.10.3.2,2,63,41574,5020,6,32638,32638
4,140,5408,138294521,5448491445211,5448629739732,10.10.4.2,10.10.3.2,2,63,41574,5020,6,32828,32828
4,142,13594,138153542,5448513342171,5448651495713,10.10.4.2,10.10.3.2,2,63,41574,5020,6,33008,33008
4,144,11625,140066338,5448535136690,5448675203028,10.10.4.2,10.10.3.2,2,63,41574,5020,6,33203,33203
4,146,56731,141308896,5448556937339,5448698246235,10.10.4.2,10.10.3.2,2,63,41574,5020,6,33393,33393
4,148,36302,142382662,5448578744634,5448721127296,10.10.4.2,10.10.3.2,2,63,41574,5020,6,33583,33583
4,150,15617,143741562,5448600486141,5448744227703,10.10.4.2,10.10.3.2,2,63,41574,5020,6,33773,33773
4,152,24059,143616911,5448622356065,5448765972976,10.10.4.2,10.10.3.2,2,63,41574,5020,6,33953,33953
4,154,21834,145748949,5448644010514,5448789759463,10.10.4.2,10.10.3.2,2,63,41574,5020,6,34148,34148
